plane u v itype x0 y0 irot nvertices vx_0 vy_0 vx_1 vy_1 vx_2 vy_2 vx_3 vy_3 vx_4 vy_4 vx_5 vy_5 vx_6 vy_6 icassette_0 icassette_1 trigRate trigLinks dataRate_ld dataLinks_ld dataRate_hd dataLinks_hd MB wagon hash isEngine nROCs power mrot phi HDorLD hash_hdld dataPp0 trigPp0 dataPp1 trigPp1
21 5 4 FI 502.300 580.000 1 6 502.300 483.400 586.000 531.700 586.000 628.400 502.300 676.700 418.600 628.400 418.600 531.700 502.300 483.400 0 1 1.387 2.000 1.223 1.000 1.099 1.000 5 0 2105040 True 6 7.200 1 49.106 1 2105041 21010 121010 -55 -33
21 5 5 FM 418.600 725.036 1 6 502.345 676.686 502.279 773.373 418.621 821.673 334.855 773.386 334.921 676.700 418.579 628.400 502.345 676.686 1 0 1.239 2.000 0.745 1.000 0.666 1.000 101 0 2105050 False 3 3.600 0 60.000 0 2105050 21020 121020 -55 -33
21 5 6 FM 334.876 870.023 1 6 418.621 821.673 418.555 918.359 334.897 966.659 251.132 918.373 251.197 821.686 334.855 773.386 418.621 821.673 1 0 1.121 2.000 0.626 1.000 0.566 1.000 103 0 2105060 False 3 3.600 0 68.948 0 2105060 21020 121020 -55 -33
21 5 7 FM 251.153 1015.009 1 6 334.897 966.659 334.882 1063.432 251.137 1111.782 167.408 1063.359 167.387 966.723 251.132 918.373 334.897 966.659 1 0 0.997 2.000 0.524 1.000 0.485 1.000 106 0 2105070 True 3 3.600 0 76.102 0 2105070 21020 121020 -55 -33
21 5 8 FM 167.479 1160.082 1 6 251.137 1111.782 251.158 1208.418 167.413 1256.768 83.734 1208.432 83.663 1111.709 167.408 1063.359 251.137 1111.782 1 0 0.908 2.000 0.457 1.000 0.432 1.000 107 0 2105080 True 3 3.600 0 81.785 0 2105080 21020 121020 -55 -33
21 5 9 FO 83.755 1305.068 1 6 167.413 1256.768 167.434 1353.405 83.690 1401.755 0.011 1353.418 -0.010 1256.782 83.734 1208.432 167.413 1256.768 1 0 0.849 2.000 0.413 1.000 0.398 1.000 108 0 2105090 True 3 3.600 0 86.328 0 2105090 21021 121021 -55 -33
21 5 10 bOe 0.032 1450.055 1 5 83.711 1498.391 -83.713 1498.405 -83.734 1401.768 0.011 1353.418 83.690 1401.755 83.711 1498.391 0.000 0.000 1 0 0.678 1.000 0.346 1.000 0.346 1.000 108 0 2105100 False 3 3.600 1 89.999 0 2105100 21021 121021 -55 -33
21 6 0 FM 1004.600 0.000 0 6 1004.600 -96.700 1088.400 -48.300 1088.400 48.300 1004.600 96.700 920.900 48.300 920.900 -48.300 1004.600 -96.700 0 0 1.038 2.000 0.547 1.000 0.503 1.000 1 0 2106000 True 3 3.600 0 0.000 0 2106000 21000 121000 -55 -33
21 6 1 FM 920.900 145.000 0 6 920.900 48.300 1004.600 96.700 1004.600 193.300 920.900 241.700 837.200 193.300 837.200 96.700 920.900 48.300 0 0 1.121 2.000 0.626 1.000 0.566 1.000 3 0 2106010 False 3 3.600 0 8.948 0 2106010 21000 121000 -55 -33
21 6 2 FM 837.200 290.000 0 6 837.200 193.300 920.900 241.700 920.900 338.400 837.200 386.700 753.500 338.400 753.500 241.700 837.200 193.300 0 0 1.186 2.000 0.689 1.000 0.617 1.000 6 0 2106020 False 3 3.600 0 19.106 0 2106020 21000 121000 -55 -33
21 6 3 FM 753.500 435.000 1 6 753.500 338.400 837.200 386.700 837.200 483.400 753.500 531.700 669.800 483.400 669.800 386.700 753.500 338.400 0 1 1.198 2.000 0.703 1.000 0.629 1.000 10 0 2106030 False 3 3.600 1 29.998 0 2106030 21010 121010 -55 -33
21 6 4 FM 669.800 580.000 1 6 669.800 483.400 753.500 531.700 753.500 628.400 669.800 676.700 586.000 628.400 586.000 531.700 669.800 483.400 0 1 1.179 2.000 0.684 1.000 0.613 1.000 11 0 2106040 False 3 3.600 1 40.890 0 2106040 21010 121010 -55 -33
21 6 5 FM 586.000 725.000 1 6 586.000 628.400 669.800 676.700 669.800 773.400 586.000 821.700 502.300 773.400 502.300 676.700 586.000 628.400 0 1 1.127 2.000 0.635 1.000 0.573 1.000 12 0 2106050 False 3 3.600 1 51.052 0 2106050 21010 121011 -55 -33
21 6 6 FM 502.300 870.009 1 6 586.045 821.659 586.029 918.432 502.371 966.732 418.555 918.359 418.621 821.673 502.279 773.373 586.045 821.659 1 0 1.038 2.000 0.547 1.000 0.503 1.000 101 0 2106060 True 3 3.600 0 60.000 0 2106060 21020 121020 -55 -33
21 6 7 FM 418.626 1015.082 1 6 502.371 966.732 502.305 1063.418 418.647 1111.718 334.882 1063.432 334.897 966.659 418.555 918.359 502.371 966.732 1 0 0.962 2.000 0.493 1.000 0.461 1.000 103 0 2106070 True 3 3.600 0 67.588 0 2106070 21020 121020 -55 -33
21 6 8 FM 334.903 1160.068 1 6 418.647 1111.718 418.582 1208.405 334.837 1256.755 251.158 1208.418 251.137 1111.782 334.882 1063.432 418.647 1111.718 1 0 0.898 2.000 0.445 1.000 0.422 1.000 106 1 2106080 False 3 3.600 0 73.897 0 2106080 21020 121020 -55 -33
21 6 9 FO 251.179 1305.055 1 6 334.837 1256.755 334.858 1353.391 251.113 1401.741 167.434 1353.405 167.413 1256.768 251.158 1208.418 334.837 1256.755 1 0 0.842 2.000 0.406 1.000 0.394 1.000 107 1 2106090 False 3 3.600 0 79.106 0 2106090 21020 121020 -55 -33
21 6 10 FOe 167.455 1450.041 1 6 251.113 1401.741 251.134 1498.377 167.390 1546.727 83.711 1498.391 83.690 1401.755 167.434 1353.405 251.113 1401.741 1 0 0.941 2.000 0.441 1.000 0.441 1.000 108 1 2106100 False 3 3.600 0 83.412 0 2106100 21021 121021 -55 -33
21 7 0 FM 1172.100 0.000 0 6 1172.100 -96.700 1255.800 -48.300 1255.800 48.300 1172.100 96.700 1088.400 48.300 1088.400 -48.300 1172.100 -96.700 0 0 0.912 2.000 0.457 1.000 0.433 1.000 1 1 2107000 False 3 3.600 0 0.000 0 2107000 21000 121000 -55 -33
21 7 1 FM 1088.400 145.000 0 6 1088.400 48.300 1172.100 96.700 1172.100 193.300 1088.400 241.700 1004.600 193.300 1004.600 96.700 1088.400 48.300 0 0 0.962 2.000 0.493 1.000 0.461 1.000 3 0 2107010 True 3 3.600 0 7.588 0 2107010 21000 121000 -55 -33
21 7 2 FM 1004.600 290.000 0 6 1004.600 193.300 1088.400 241.700 1088.400 338.400 1004.600 386.700 920.900 338.400 920.900 241.700 1004.600 193.300 0 0 0.997 2.000 0.524 1.000 0.485 1.000 6 0 2107020 True 3 3.600 0 16.102 0 2107020 21000 121000 -55 -33
21 7 3 FM 920.900 435.000 0 6 920.900 338.400 1004.600 386.700 1004.600 483.400 920.900 531.700 837.200 483.400 837.200 386.700 920.900 338.400 0 0 1.040 2.000 0.539 1.000 0.497 1.000 7 0 2107030 False 3 3.600 0 25.284 0 2107030 21000 121000 -55 -33
21 7 4 FM 837.200 580.000 1 6 837.200 483.400 920.900 531.700 920.900 628.400 837.200 676.700 753.500 628.400 753.500 531.700 837.200 483.400 0 1 1.032 2.000 0.534 1.000 0.493 1.000 10 0 2107040 True 3 3.600 1 34.714 0 2107040 21010 121010 -55 -33
21 7 5 FM 753.500 725.000 1 6 753.500 628.400 837.200 676.700 837.200 773.400 753.500 821.700 669.800 773.400 669.800 676.700 753.500 628.400 0 1 1.004 2.000 0.522 1.000 0.484 1.000 11 0 2107050 True 3 3.600 1 43.896 0 2107050 21010 121010 -55 -33
21 7 6 FM 669.800 870.000 1 6 669.800 773.400 753.500 821.700 753.500 918.400 669.800 966.700 586.000 918.400 586.000 821.700 669.800 773.400 0 1 0.952 2.000 0.491 1.000 0.460 1.000 12 0 2107060 True 3 3.600 1 52.408 0 2107060 21010 121011 -55 -33
21 7 7 FM 586.050 1015.068 1 6 669.795 966.718 669.729 1063.405 586.071 1111.705 502.305 1063.418 502.371 966.732 586.029 918.432 669.795 966.718 1 0 0.912 2.000 0.457 1.000 0.433 1.000 101 1 2107070 False 3 3.600 0 60.000 0 2107070 21020 121020 -55 -33
21 7 8 FO 502.326 1160.055 1 6 586.071 1111.705 586.005 1208.391 502.347 1256.691 418.582 1208.405 418.647 1111.718 502.305 1063.418 586.071 1111.705 1 0 0.869 2.000 0.425 1.000 0.408 1.000 103 1 2107080 False 3 3.600 0 66.586 0 2107080 21020 121020 -55 -33
21 7 9 FO 418.603 1305.041 1 6 502.347 1256.691 502.282 1353.377 418.537 1401.727 334.858 1353.391 334.837 1256.755 418.582 1208.405 502.347 1256.691 1 0 0.828 2.000 0.403 1.000 0.391 1.000 106 1 2107090 False 3 3.600 0 72.216 0 2107090 21020 121020 -55 -33
21 7 10 FOe 334.879 1450.027 1 6 418.537 1401.727 418.608 1498.450 334.863 1546.800 251.134 1498.377 251.113 1401.741 334.858 1353.391 418.537 1401.727 1 0 0.778 2.000 0.392 1.000 0.383 1.000 107 1 2107100 False 3 3.600 0 76.996 0 2107100 21020 121020 -55 -33
21 7 11 cOe 251.205 1595.100 1 3 334.863 1546.800 167.390 1546.727 251.134 1498.377 334.863 1546.800 0.000 0.000 0.000 0.000 0.000 0.000 1 0 0.000 0.000 0.120 0.000 0.120 0.000 108 1 2107110 False 3 3.600 0 81.050 0 2107110 21021 121021 -55 -33
21 8 0 FO 1339.500 0.000 0 6 1339.500 -96.700 1423.200 -48.300 1423.200 48.300 1339.500 96.700 1255.800 48.300 1255.800 -48.300 1339.500 -96.700 0 0 0.839 2.000 0.407 1.000 0.394 1.000 1 1 2108000 False 3 3.600 0 0.000 0 2108000 21000 121000 -55 -33
21 8 1 FO 1255.800 145.000 0 6 1255.800 48.300 1339.500 96.700 1339.500 193.300 1255.800 241.700 1172.100 193.300 1172.100 96.700 1255.800 48.300 0 0 0.869 2.000 0.425 1.000 0.408 1.000 3 1 2108010 False 3 3.600 0 6.586 0 2108010 21000 121000 -55 -33
21 8 2 FM 1172.100 290.000 0 6 1172.100 193.300 1255.800 241.700 1255.800 338.400 1172.100 386.700 1088.400 338.400 1088.400 241.700 1172.100 193.300 0 0 0.898 2.000 0.445 1.000 0.422 1.000 6 1 2108020 False 3 3.600 0 13.897 0 2108020 21000 121000 -55 -33
21 8 3 FM 1088.400 435.000 0 6 1088.400 338.400 1172.100 386.700 1172.100 483.400 1088.400 531.700 1004.600 483.400 1004.600 386.700 1088.400 338.400 0 0 0.908 2.000 0.457 1.000 0.432 1.000 7 0 2108030 True 3 3.600 0 21.785 0 2108030 21000 121000 -55 -33
21 8 4 FM 1004.600 580.000 1 6 1004.600 483.400 1088.400 531.700 1088.400 628.400 1004.600 676.700 920.900 628.400 920.900 531.700 1004.600 483.400 0 1 0.918 2.000 0.460 1.000 0.435 1.000 9 0 2108040 False 3 3.600 1 30.000 0 2108040 21010 121011 -55 -33
21 8 5 FM 920.900 725.000 1 6 920.900 628.400 1004.600 676.700 1004.600 773.400 920.900 821.700 837.200 773.400 837.200 676.700 920.900 628.400 0 1 0.913 2.000 0.454 1.000 0.430 1.000 10 1 2108050 False 3 3.600 1 38.212 0 2108050 21010 121010 -55 -33
21 8 6 FM 837.200 870.000 1 6 837.200 773.400 920.900 821.700 920.900 918.400 837.200 966.700 753.500 918.400 753.500 821.700 837.200 773.400 0 1 0.898 2.000 0.440 1.000 0.419 1.000 11 1 2108060 False 3 3.600 1 46.101 0 2108060 21010 121010 -55 -33
21 8 7 FO 753.500 1015.100 1 6 753.500 918.400 837.200 966.700 837.200 1063.400 753.500 1111.700 669.800 1063.400 669.800 966.700 753.500 918.400 0 1 0.852 2.000 0.425 1.000 0.407 1.000 12 1 2108070 False 3 3.600 1 53.414 0 2108070 21010 121011 -55 -33
21 8 8 FO 669.750 1160.041 1 6 753.495 1111.691 753.429 1208.377 669.771 1256.677 586.005 1208.391 586.071 1111.705 669.729 1063.405 753.495 1111.691 1 0 0.839 2.000 0.407 1.000 0.394 1.000 101 1 2108080 False 3 3.600 0 60.000 0 2108080 21020 121020 -55 -33
21 8 9 FO 586.026 1305.027 1 6 669.771 1256.677 669.755 1353.450 586.097 1401.750 502.282 1353.377 502.347 1256.691 586.005 1208.391 669.771 1256.677 1 0 0.796 2.000 0.397 1.000 0.387 1.000 103 1 2108090 False 3 3.600 0 65.817 0 2108090 21020 121020 -55 -33
21 8 10 bOe 502.353 1450.100 1 5 586.032 1498.437 418.608 1498.450 418.537 1401.727 502.282 1353.377 586.097 1401.750 586.032 1498.437 0.000 0.000 1 0 0.661 1.000 0.337 1.000 0.337 1.000 106 1 2108100 False 3 3.600 1 70.893 0 2108100 21020 121020 -55 -33
21 9 0 bOe 1507.000 0.000 0 5 1507.000 -96.700 1590.700 48.300 1507.000 96.700 1423.200 48.300 1423.200 -48.300 1507.000 -96.700 0.000 0.000 0 0 0.652 1.000 0.338 1.000 0.338 1.000 1 1 2109000 False 3 3.600 0 0.000 0 2109000 21000 121000 -55 -33
21 9 1 FO 1423.200 145.000 0 6 1423.200 48.300 1507.000 96.700 1507.000 193.300 1423.200 241.700 1339.500 193.300 1339.500 96.700 1423.200 48.300 0 0 0.796 2.000 0.397 1.000 0.387 1.000 3 1 2109010 False 3 3.600 0 5.817 0 2109010 21000 121000 -55 -33
21 9 2 FO 1339.500 290.000 0 6 1339.500 193.300 1423.200 241.700 1423.200 338.400 1339.500 386.700 1255.800 338.400 1255.800 241.700 1339.500 193.300 0 0 0.828 2.000 0.403 1.000 0.391 1.000 6 1 2109020 False 3 3.600 0 12.216 0 2109020 21000 121000 -55 -33
21 9 3 FO 1255.800 435.000 0 6 1255.800 338.400 1339.500 386.700 1339.500 483.400 1255.800 531.700 1172.100 483.400 1172.100 386.700 1255.800 338.400 0 0 0.842 2.000 0.406 1.000 0.394 1.000 7 1 2109030 False 3 3.600 0 19.106 0 2109030 21000 121000 -55 -33
21 9 4 FO 1172.100 580.000 0 6 1172.100 483.400 1255.800 531.700 1255.800 628.400 1172.100 676.700 1088.400 628.400 1088.400 531.700 1172.100 483.400 0 0 0.849 2.000 0.413 1.000 0.398 1.000 8 0 2109040 True 3 3.600 0 26.328 0 2109040 21001 121001 -55 -33
21 9 5 FO 1088.400 725.000 1 6 1088.400 628.400 1172.100 676.700 1172.100 773.400 1088.400 821.700 1004.600 773.400 1004.600 676.700 1088.400 628.400 0 1 0.853 2.000 0.410 1.000 0.396 1.000 9 0 2109050 True 3 3.600 1 33.668 0 2109050 21010 121011 -55 -33
21 9 6 FO 1004.600 870.000 1 6 1004.600 773.400 1088.400 821.700 1088.400 918.400 1004.600 966.700 920.900 918.400 920.900 821.700 1004.600 773.400 0 1 0.840 2.000 0.408 1.000 0.394 1.000 10 1 2109060 False 3 3.600 1 40.893 0 2109060 21010 121010 -55 -33
21 9 7 FO 920.900 1015.100 1 6 920.900 918.400 1004.600 966.700 1004.600 1063.400 920.900 1111.700 837.200 1063.400 837.200 966.700 920.900 918.400 0 1 0.820 2.000 0.402 1.000 0.391 1.000 11 1 2109070 False 3 3.600 1 47.786 0 2109070 21010 121010 -55 -33
21 9 8 FO 837.200 1160.100 1 6 837.200 1063.400 920.900 1111.700 920.900 1208.400 837.200 1256.700 753.500 1208.400 753.500 1111.700 837.200 1063.400 0 1 0.936 2.000 0.442 1.000 0.442 1.000 12 1 2109080 False 3 3.600 1 54.183 0 2109080 21010 121011 -55 -33
21 9 9 bOe 753.500 1305.100 1 5 837.245 1256.750 753.521 1401.737 669.755 1353.450 669.771 1256.677 753.429 1208.377 837.245 1256.750 0.000 0.000 1 0 0.652 1.000 0.338 1.000 0.338 1.000 101 1 2109090 False 3 3.600 0 60.000 0 2109090 21020 121020 -55 -33
21 9 10 aOe 669.776 1450.087 1 4 753.521 1401.737 586.032 1498.437 586.097 1401.750 669.755 1353.450 753.521 1401.737 0.000 0.000 0.000 0.000 1 0 0.538 1.000 0.232 1.000 0.232 1.000 103 1 2109100 False 3 3.600 0 65.208 0 2109100 21020 121020 -55 -33
21 10 1 aOe 1590.700 145.000 0 4 1590.700 48.300 1590.700 241.700 1507.000 193.300 1507.000 96.700 1590.700 48.300 0.000 0.000 0.000 0.000 0 0 0.538 1.000 0.232 1.000 0.232 1.000 3 1 2110010 False 3 3.600 0 5.208 0 2110010 21000 121000 -55 -33
21 10 2 bOe 1507.000 290.000 0 5 1590.700 241.700 1507.000 386.700 1423.200 338.400 1423.200 241.700 1507.000 193.300 1590.700 241.700 0.000 0.000 0 0 0.661 1.000 0.337 1.000 0.337 1.000 6 1 2110020 False 3 3.600 1 10.893 0 2110020 21000 121000 -55 -33
21 10 3 FOe 1423.200 435.000 0 6 1423.200 338.400 1507.000 386.700 1507.000 483.400 1423.200 531.700 1339.500 483.400 1339.500 386.700 1423.200 338.400 0 0 0.778 2.000 0.392 1.000 0.383 1.000 7 1 2110030 False 3 3.600 0 16.996 0 2110030 21000 121000 -55 -33
21 10 4 FOe 1339.500 580.000 0 6 1339.500 483.400 1423.200 531.700 1423.200 628.400 1339.500 676.700 1255.800 628.400 1255.800 531.700 1339.500 483.400 0 0 0.941 2.000 0.441 1.000 0.441 1.000 8 1 2110040 False 3 3.600 0 23.412 0 2110040 21001 121001 -55 -33
21 10 5 bOe 1255.800 725.000 0 5 1339.500 676.700 1255.800 821.700 1172.100 773.400 1172.100 676.700 1255.800 628.400 1339.500 676.700 0.000 0.000 0 0 0.678 1.000 0.346 1.000 0.346 1.000 8 0 2110050 False 3 3.600 1 29.999 0 2110050 21001 121001 -55 -33
21 10 6 FOe 1172.100 870.000 1 6 1172.100 773.400 1255.800 821.700 1255.800 918.400 1172.100 966.700 1088.400 918.400 1088.400 821.700 1172.100 773.400 0 1 0.927 2.000 0.440 1.000 0.440 1.000 9 1 2110060 False 3 3.600 1 36.585 0 2110060 21010 121011 -55 -33
21 10 7 FOe 1088.400 1015.100 1 6 1088.400 918.400 1172.100 966.700 1172.100 1063.400 1088.400 1111.700 1004.600 1063.400 1004.600 966.700 1088.400 918.400 0 1 0.785 2.000 0.391 1.000 0.383 1.000 10 1 2110070 False 3 3.600 1 43.004 0 2110070 21010 121010 -55 -33
21 10 8 bOe 1004.600 1160.100 1 5 1088.400 1111.700 1004.600 1256.700 920.900 1208.400 920.900 1111.700 1004.600 1063.400 1088.400 1111.700 0.000 0.000 0 1 0.655 1.000 0.338 1.000 0.338 1.000 11 1 2110080 False 3 3.600 1 49.109 0 2110080 21010 121010 -55 -33
21 10 9 cOe 920.900 1305.100 1 3 1004.600 1256.700 837.200 1256.700 920.900 1208.400 1004.600 1256.700 0.000 0.000 0.000 0.000 0.000 0.000 0 1 0.000 0.000 0.120 0.000 0.120 0.000 12 1 2110090 False 3 3.600 1 54.793 0 2110090 21010 121011 -55 -33
21 11 4 cOe 1507.000 580.000 0 3 1507.000 483.400 1423.200 628.400 1423.200 531.700 1507.000 483.400 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0.000 0.120 0.000 0.120 0.000 8 1 2111040 False 3 3.600 0 21.050 0 2111040 21001 121001 -55 -33
21 11 7 cOe 1255.800 1015.100 1 3 1255.800 918.400 1172.100 1063.400 1172.100 966.700 1255.800 918.400 0.000 0.000 0.000 0.000 0.000 0.000 0 1 0.000 0.000 0.120 0.000 0.120 0.000 9 1 2111070 False 3 3.600 0 38.950 0 2111070 21010 121011 -55 -33
22 1 2 dIe 0.026 290.046 2 5 -83.718 338.396 -83.721 309.991 83.703 309.978 83.705 338.382 0.047 386.682 -83.718 338.396 0.000 0.000 1 1 0.000 0.000 2.060 2.000 2.060 2.000 112 0 2201020 False 3 3.600 6 89.995 1 2201021 22031 -57 -55 -33
22 1 3 FI -83.697 435.032 2 6 -167.513 386.659 -83.718 338.396 -0.039 386.732 -0.018 483.368 -83.763 531.718 -167.442 483.382 -167.513 386.659 1 1 0.000 0.000 2.121 2.000 2.245 2.000 112 0 2201030 False 6 7.200 4 100.890 1 2201031 22031 -57 -55 -33
22 1 4 FI -167.421 580.018 2 6 -251.150 531.595 -167.442 483.382 -83.763 531.718 -83.655 628.305 -167.487 676.705 -251.166 628.368 -251.150 531.595 1 1 0.000 0.000 1.478 2.000 1.492 2.000 112 0 2201040 False 6 7.200 4 106.101 1 2201041 22031 -57 -55 -33
22 1 5 FI -251.145 725.005 2 6 -334.910 676.718 -251.166 628.368 -167.487 676.705 -167.416 773.427 -251.210 821.691 -334.889 773.355 -334.910 676.718 1 1 0.000 0.000 1.192 1.000 1.063 1.000 112 0 2201050 True 6 7.200 4 109.106 1 2201051 22031 -57 -55 -33
22 1 6 FM -334.868 869.991 5 6 -418.634 821.705 -334.889 773.355 -251.210 821.691 -251.139 918.414 -334.934 966.677 -418.613 918.341 -418.634 821.705 1 1 0.000 0.000 0.614 1.000 0.548 1.000 111 1 2201060 False 3 3.600 4 111.052 0 2201060 22031 -57 -55 -33
22 1 7 FM -418.542 1015.064 5 6 -502.358 966.691 -418.613 918.341 -334.934 966.677 -334.863 1063.400 -418.608 1111.750 -502.287 1063.414 -502.358 966.691 1 1 0.000 0.000 0.476 1.000 0.445 1.000 111 0 2201070 True 3 3.600 4 112.408 0 2201070 22031 -57 -55 -33
22 1 8 FO -502.352 1160.100 5 6 -586.081 1111.677 -502.287 1063.414 -418.608 1111.750 -418.587 1208.386 -502.331 1256.736 -586.010 1208.400 -586.081 1111.677 1 1 0.000 0.000 0.417 1.000 0.400 1.000 111 0 2201080 False 3 3.600 4 113.414 0 2201080 22031 -57 -55 -33
22 1 9 FOe -586.076 1305.086 5 6 -669.805 1256.664 -586.010 1208.400 -502.331 1256.736 -502.310 1353.373 -586.142 1401.773 -669.821 1353.436 -669.805 1256.664 1 1 0.000 0.000 0.391 1.000 0.382 1.000 111 0 2201090 False 3 3.600 4 114.183 0 2201090 22031 -57 -55 -33
22 2 0 gIe 334.900 -0.000 6 6 334.900 96.700 310.300 82.500 310.300 -82.500 334.900 -96.700 418.600 -48.300 418.600 48.300 334.900 96.700 0 0 0.000 0.000 3.013 3.000 3.013 3.000 0 0 2202000 False 6 7.200 6 -0.000 1 2202001 22000 -77 -55 -33
22 2 1 dIe 251.200 145.000 1 5 251.200 241.700 226.600 227.500 310.300 82.500 334.900 96.700 334.900 193.300 251.200 241.700 0.000 0.000 0 1 0.000 0.000 2.060 2.000 2.060 2.000 12 0 2202010 False 3 3.600 6 29.995 1 2202011 22011 -77 -55 -33
22 2 2 gIe 167.450 290.032 7 6 83.705 338.382 83.703 309.978 226.597 227.478 251.195 241.682 251.129 338.368 167.471 386.668 83.705 338.382 1 0 0.000 0.000 3.013 3.000 3.013 3.000 100 0 2202020 False 6 7.200 6 60.000 1 2202021 22020 -57 -55 -33
22 2 3 FI 83.726 435.018 1 6 -0.039 386.732 83.705 338.382 167.521 386.755 167.405 483.355 83.797 531.741 -0.018 483.368 -0.039 386.732 1 0 0.000 0.000 2.118 2.000 2.238 2.000 102 0 2202030 False 6 7.200 3 79.106 1 2202031 22020 -57 -55 -33
22 2 4 FI 0.003 580.005 2 6 -83.763 531.718 -0.018 483.368 83.797 531.741 83.682 628.341 0.074 676.727 -83.655 628.305 -83.763 531.718 1 1 0.000 0.000 1.549 2.000 1.554 2.000 104 0 2202040 False 6 7.200 4 90.000 1 2202041 22030 -57 -55 -33
22 2 5 FI -83.721 724.991 2 6 -167.487 676.705 -83.655 628.305 0.074 676.727 0.008 773.414 -83.737 821.764 -167.416 773.427 -167.487 676.705 1 1 0.000 0.000 1.145 1.000 1.161 1.000 104 0 2202050 True 6 7.200 4 96.587 1 2202051 22030 -57 -55 -33
22 2 6 FM -167.395 870.064 5 6 -251.210 821.691 -167.416 773.427 -83.737 821.764 -83.716 918.400 -167.374 966.700 -251.139 918.414 -251.210 821.691 1 1 0.000 0.000 0.661 1.000 0.586 1.000 110 1 2202060 False 3 3.600 4 100.890 0 2202060 22030 -57 -55 -33
22 2 7 FM -251.118 1015.050 5 6 -334.934 966.677 -251.139 918.414 -167.374 966.700 -167.439 1063.386 -251.134 1111.823 -334.863 1063.400 -334.934 966.677 1 1 0.000 0.000 0.508 1.000 0.468 1.000 110 1 2202070 False 3 3.600 4 103.896 0 2202070 22030 -57 -55 -33
22 2 8 FM -334.842 1160.036 5 6 -418.608 1111.750 -334.863 1063.400 -251.134 1111.823 -251.163 1208.373 -334.858 1256.809 -418.587 1208.386 -418.608 1111.750 1 1 0.000 0.000 0.431 1.000 0.410 1.000 110 0 2202080 True 3 3.600 4 106.101 0 2202080 22030 -57 -55 -33
22 2 9 FO -418.652 1305.073 5 6 -502.331 1256.736 -418.587 1208.386 -334.858 1256.809 -334.887 1353.359 -418.495 1401.746 -502.310 1353.373 -502.331 1256.736 1 1 0.000 0.000 0.397 1.000 0.387 1.000 110 0 2202090 False 3 3.600 4 107.786 0 2202090 22030 -57 -55 -33
22 2 10 aOe -502.376 1450.059 5 4 -418.647 1498.482 -586.142 1401.773 -502.310 1353.373 -418.495 1401.746 -418.647 1498.482 0.000 0.000 0.000 0.000 1 1 0.000 0.000 0.237 1.000 0.237 1.000 110 0 2202100 False 3 3.600 4 109.109 0 2202100 22030 -57 -55 -33
22 3 0 FI 502.300 0.000 0 6 418.700 48.300 418.600 -48.400 502.300 -96.700 586.100 -48.300 586.100 48.300 502.300 96.700 418.700 48.300 0 0 0.000 0.000 1.764 2.000 1.828 2.000 0 0 2203000 False 6 7.200 3 0.000 1 2203001 22000 -77 -55 -33
22 3 1 FI 418.600 145.000 0 6 334.900 193.400 334.900 96.700 418.700 48.300 502.300 96.700 502.400 193.300 418.600 241.700 334.900 193.400 0 0 0.000 0.000 2.118 2.000 2.238 2.000 2 0 2203010 False 6 7.200 3 19.106 1 2203011 22000 -77 -55 -33
22 3 2 FI 334.900 290.000 1 6 251.100 338.400 251.200 241.700 334.900 193.400 418.600 241.700 418.600 338.400 334.900 386.700 251.100 338.400 0 1 0.000 0.000 2.121 2.000 2.245 2.000 12 0 2203020 False 6 7.200 4 40.890 1 2203021 22011 -77 -55 -33
22 3 3 FI 251.150 435.005 1 6 167.521 386.755 251.216 338.318 334.895 386.655 334.879 483.427 251.221 531.727 167.405 483.355 167.521 386.755 1 0 0.000 0.000 1.764 2.000 1.828 2.000 100 0 2203030 False 6 7.200 3 60.000 1 2203031 22020 -57 -55 -33
22 3 4 FI 167.426 579.991 1 6 83.797 531.741 167.405 483.355 251.221 531.727 251.155 628.414 167.497 676.714 83.682 628.341 83.797 531.741 1 0 0.000 0.000 1.472 2.000 1.486 2.000 102 0 2203040 False 6 7.200 3 73.898 1 2203041 22020 -57 -55 -33
22 3 5 FI 83.753 725.064 2 6 0.074 676.727 83.682 628.341 167.497 676.714 167.518 773.350 83.687 821.750 0.008 773.414 0.074 676.727 1 1 0.000 0.000 1.153 1.000 1.170 1.000 104 0 2203050 False 6 7.200 3 83.411 1 2203051 22030 -57 -55 -33
22 3 6 FM 0.029 870.050 5 6 -83.737 821.764 0.008 773.414 83.687 821.750 83.708 918.386 0.050 966.686 -83.716 918.400 -83.737 821.764 1 1 0.000 0.000 0.682 1.000 0.604 1.000 109 1 2203060 False 3 3.600 4 89.998 0 2203060 22030 -57 -55 -33
22 3 7 FM -83.695 1015.036 5 6 -167.374 966.700 -83.716 918.400 0.050 966.686 -0.016 1063.373 -83.674 1111.673 -167.439 1063.386 -167.374 966.700 1 1 0.000 0.000 0.517 1.000 0.475 1.000 109 1 2203070 False 3 3.600 4 94.714 0 2203070 22030 -57 -55 -33
22 3 8 FM -167.418 1160.023 5 6 -251.134 1111.823 -167.439 1063.386 -83.674 1111.673 -83.689 1208.446 -167.434 1256.796 -251.163 1208.373 -251.134 1111.823 1 1 0.000 0.000 0.448 1.000 0.424 1.000 109 0 2203080 True 3 3.600 4 98.212 0 2203080 22030 -57 -55 -33
